Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA
Sweden,Allsvenskan,2024,25/04/2024,18:00,Kalmar,GAIS,2,3,A,2.26,3.31,3.46,2.36,3.4,3.46,2.23,3.27,3.28,,,
Sweden,Allsvenskan,2024,25/04/2024,18:00,Norrkoping,Elfsborg,4,2,H,3.18,3.66,2.24,3.26,3.75,2.24,3.13,3.57,2.17,,,
Sweden,Allsvenskan,2024,25/04/2024,18:00,Vasteras SK,Mjallby,2,1,H,1.85,3.61,4.59,2.26,3.61,4.59,1.97,3.43,3.87,,,
Sweden,Allsvenskan,2024,28/04/2024,13:00,Malmo FF,AIK,5,0,H,1.57,4.18,6.12,1.6,4.35,7.1,1.55,4.08,5.87,,,
Sweden,Allsvenskan,2024,28/04/2024,13:00,Varnamo,Halmstad,1,3,A,2.28,3.27,3.46,2.28,3.33,3.46,2.21,3.22,3.35,,,
Sweden,Allsvenskan,2024,28/04/2024,15:30,Djurgarden,GAIS,1,0,H,1.67,4.07,5.19,1.7,4.2,5.4,1.64,3.93,5.04,,,
Sweden,Allsvenskan,2024,28/04/2024,15:30,Hacken,Norrkoping,1,2,A,1.55,4.95,5.28,1.62,5.03,5.5,1.54,4.65,5.1,,,
Sweden,Allsvenskan,2024,29/04/2024,18:00,Brommapojkarna,Goteborg,0,3,A,2.38,3.42,3.12,2.41,3.56,3.12,2.34,3.36,2.98,,,
Sweden,Allsvenskan,2024,29/04/2024,18:00,Elfsborg,Sirius,2,0,H,1.95,3.73,3.93,2,3.73,3.95,1.94,3.56,3.77,,,
Sweden,Allsvenskan,2024,29/04/2024,18:00,Mjallby,Kalmar,3,2,H,2.01,3.46,4.03,2.04,3.59,4.03,1.98,3.35,3.87,,,
Sweden,Allsvenskan,2024,29/04/2024,18:10,Hammarby,Vasteras SK,2,1,H,2.03,3.59,3.81,2.04,3.81,3.81,1.99,3.61,3.55,,,
Sweden,Allsvenskan,2024,04/05/2024,14:00,Kalmar,Halmstad,5,2,H,2.11,3.32,3.87,2.16,3.48,3.95,2.07,3.29,3.64,,,
Sweden,Allsvenskan,2024,04/05/2024,14:00,Mjallby,Brommapojkarna,1,1,D,2.48,3.48,2.93,2.5,3.56,3.1,2.34,3.39,2.95,,,
Sweden,Allsvenskan,2024,04/05/2024,16:30,Sirius,Hacken,0,3,A,2.52,3.86,2.65,2.52,3.9,2.75,2.43,3.72,2.62,,,
Sweden,Allsvenskan,2024,05/05/2024,13:00,Elfsborg,Malmo FF,3,1,H,3.85,3.9,1.93,4,3.9,1.97,3.75,3.73,1.9,,,
Sweden,Allsvenskan,2024,05/05/2024,13:00,Vasteras SK,Djurgarden,0,2,A,3.79,3.42,2.09,3.95,3.51,2.2,3.64,3.35,2.06,,,
Sweden,Allsvenskan,2024,05/05/2024,15:30,AIK,Norrkoping,6,2,H,1.73,3.85,5.03,1.75,3.85,5.35,1.71,3.7,4.82,,,
Sweden,Allsvenskan,2024,05/05/2024,15:30,Hammarby,Varnamo,1,2,A,1.51,4.39,6.79,1.52,4.5,7.08,1.48,4.31,6.56,,,
Sweden,Allsvenskan,2024,06/05/2024,18:10,GAIS,Goteborg,2,1,H,2.94,3.22,2.62,2.94,3.35,2.62,2.83,3.22,2.52,,,
Sweden,Allsvenskan,2024,11/05/2024,14:00,AIK,Sirius,1,3,A,1.76,3.79,4.93,1.76,4.09,5,1.72,3.79,4.66,,,
Sweden,Allsvenskan,2024,11/05/2024,14:00,Halmstad,Mjallby,1,3,A,3.93,3.29,2.1,3.93,3.61,2.42,3.6,3.27,2.11,,,
Sweden,Allsvenskan,2024,11/05/2024,16:30,GAIS,Vasteras SK,2,0,H,2.33,3.57,3.09,2.57,3.6,3.1,2.32,3.46,2.95,,,
Sweden,Allsvenskan,2024,12/05/2024,13:00,Hacken,Kalmar,3,1,H,1.39,5.54,7.3,1.52,5.54,7.76,1.38,5.17,6.96,,,
Sweden,Allsvenskan,2024,12/05/2024,13:00,Norrkoping,Hammarby,1,2,A,2.59,3.56,2.73,2.65,3.7,2.75,2.51,3.51,2.66,,,
Sweden,Allsvenskan,2024,12/05/2024,15:30,Djurgarden,Elfsborg,2,0,H,2.1,3.48,3.69,2.16,3.6,4.13,2.06,3.42,3.56,,,
Sweden,Allsvenskan,2024,12/05/2024,15:30,Varnamo,Brommapojkarna,1,1,D,3.25,3.49,2.28,3.5,3.6,2.3,3.16,3.45,2.2,,,
Sweden,Allsvenskan,2024,13/05/2024,18:10,Goteborg,Malmo FF,0,3,A,4.2,3.62,1.92,4.45,3.75,1.94,4.09,3.57,1.87,,,
Sweden,Allsvenskan,2024,15/05/2024,18:00,Elfsborg,AIK,6,1,H,2.28,3.6,3.15,2.33,3.6,3.2,2.24,3.45,3.09,,,
