Country,League,Season,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA
Norway,Eliteserien,2024,25/08/2024,18:15,Odd,Rosenborg,1,3,A,4.01,4.02,1.86,4.25,4.02,1.88,3.93,3.87,1.81,4.3,4.1,1.9
Norway,Eliteserien,2024,30/08/2024,18:00,KFUM Oslo,Lillestrom,2,0,H,2.32,3.55,3.13,2.33,3.6,3.2,2.23,3.49,3.06,2.28,3.65,3.4
Norway,Eliteserien,2024,31/08/2024,17:00,Fredrikstad,Odd,2,0,H,1.6,4.12,5.86,1.6,4.3,6.2,1.56,4.08,5.67,1.62,4.2,6.6
Norway,Eliteserien,2024,01/09/2024,16:00,HamKam,Sandefjord,1,1,D,2.24,3.81,3.09,2.28,3.81,3.3,2.16,3.67,3.03,2.26,3.85,3.25
Norway,Eliteserien,2024,01/09/2024,16:00,Kristiansund,Haugesund,2,2,D,2.35,3.66,2.99,2.38,3.66,3,2.3,3.53,2.89,2.38,3.75,3.1
Norway,Eliteserien,2024,01/09/2024,16:00,Rosenborg,Molde,2,1,H,2.34,3.51,3.11,2.35,3.6,3.11,2.28,3.42,3,2.4,3.6,3.2
Norway,Eliteserien,2024,01/09/2024,16:00,Stromsgodset,Bodo/Glimt,0,1,A,4.18,4.46,1.75,4.4,4.5,1.75,4.13,4.3,1.69,4.4,4.6,1.77
Norway,Eliteserien,2024,01/09/2024,16:00,Tromso,Viking,2,2,D,2.76,3.6,2.54,2.76,3.6,2.55,2.67,3.46,2.49,2.86,3.65,2.64
Norway,Eliteserien,2024,01/09/2024,18:15,Brann,Sarpsborg 08,1,3,A,1.45,5.37,6.14,1.47,5.55,6.5,1.41,5.22,6.02,1.45,5.8,6.8
Norway,Eliteserien,2024,13/09/2024,18:00,Bodo/Glimt,HamKam,3,0,H,1.26,6.61,10.44,1.27,6.9,11,1.25,6.28,10,1.27,7.2,12.5
Norway,Eliteserien,2024,14/09/2024,15:00,Viking,KFUM Oslo,1,0,H,1.76,4.13,4.39,1.76,4.23,4.8,1.69,4.05,4.44,1.75,4.3,4.8
Norway,Eliteserien,2024,14/09/2024,17:00,Molde,Fredrikstad,6,1,H,1.6,4.19,5.72,1.62,4.2,5.8,1.59,4.02,5.47,1.62,4.3,6
Norway,Eliteserien,2024,15/09/2024,13:30,Odd,Tromso,1,0,H,3.23,3.31,2.37,3.23,3.5,2.38,3.09,3.31,2.3,3.35,3.4,2.42
Norway,Eliteserien,2024,15/09/2024,16:00,Haugesund,Stromsgodset,0,0,D,2.26,3.69,3.12,2.36,3.8,3.12,2.23,3.61,2.98,2.36,3.7,3.2
Norway,Eliteserien,2024,15/09/2024,16:00,Sandefjord,Brann,2,2,D,2.92,3.8,2.34,2.93,3.95,2.37,2.82,3.74,2.27,2.96,3.95,2.4
Norway,Eliteserien,2024,15/09/2024,16:00,Sarpsborg 08,Kristiansund,0,2,A,1.59,4.86,4.95,1.65,4.86,5.09,1.57,4.61,4.81,1.62,4.9,5.3
Norway,Eliteserien,2024,15/09/2024,18:15,Lillestrom,Rosenborg,1,1,D,2.98,3.62,2.37,3,3.71,2.4,2.88,3.56,2.31,3,3.75,2.44
Norway,Eliteserien,2024,18/09/2024,17:00,Kristiansund,Molde,0,4,A,5.8,4.6,1.56,6.03,4.75,1.6,5.56,4.49,1.52,6.4,4.8,1.56
Norway,Eliteserien,2024,18/09/2024,18:00,Brann,KFUM Oslo,2,0,H,1.68,3.97,5.26,1.7,4,5.6,1.65,3.84,5.06,1.72,4,5.7
Norway,Eliteserien,2024,21/09/2024,15:00,Stromsgodset,Sarpsborg 08,2,1,H,1.97,4,3.6,2.02,4.05,3.6,1.96,3.87,3.43,2.02,4.1,3.65
Norway,Eliteserien,2024,21/09/2024,17:00,HamKam,Lillestrom,5,0,H,2.32,3.47,3.19,2.42,3.67,3.2,2.27,3.44,3.04,2.36,3.65,3.2
Norway,Eliteserien,2024,22/09/2024,13:30,Brann,Bodo/Glimt,4,1,H,2.76,3.71,2.49,2.85,3.85,2.49,2.72,3.65,2.39,2.84,3.9,2.5
Norway,Eliteserien,2024,22/09/2024,16:00,Kristiansund,Odd,0,0,D,1.99,3.76,3.75,2.05,3.81,3.9,1.96,3.69,3.58,2.04,3.8,4
Norway,Eliteserien,2024,22/09/2024,16:00,Rosenborg,Haugesund,4,0,H,1.41,5.32,6.96,1.41,5.5,8.5,1.38,5.06,7.34,1.44,5.3,8.2
Norway,Eliteserien,2024,22/09/2024,16:00,Tromso,Sandefjord,3,0,H,1.76,4.04,4.55,1.8,4.09,4.71,1.72,3.9,4.45,1.78,4.1,4.9
Norway,Eliteserien,2024,22/09/2024,18:15,Fredrikstad,Viking,3,2,H,2.21,3.59,3.31,2.23,3.63,3.32,2.15,3.48,3.22,2.26,3.65,3.4
Norway,Eliteserien,2024,23/09/2024,18:00,KFUM Oslo,Molde,1,1,D,4.26,3.74,1.88,4.4,3.75,1.92,4.06,3.61,1.85,4.6,3.8,1.92
Norway,Eliteserien,2024,28/09/2024,13:00,Molde,Tromso,5,3,H,1.51,4.58,6.38,1.53,4.8,6.55,1.49,4.38,6.04,1.53,4.8,7
Norway,Eliteserien,2024,28/09/2024,17:00,Haugesund,Brann,0,1,A,4.01,3.94,1.88,4.2,4,1.9,3.9,3.82,1.84,4.3,4,1.88
Norway,Eliteserien,2024,28/09/2024,19:00,Sarpsborg 08,Fredrikstad,0,1,A,2.36,3.69,2.95,2.36,3.75,3,2.3,3.56,2.89,2.4,3.7,3.1
Norway,Eliteserien,2024,29/09/2024,13:30,Stromsgodset,HamKam,1,1,D,1.98,3.93,3.63,2.01,4.11,3.72,1.93,3.88,3.49,2.02,4,3.7
Norway,Eliteserien,2024,29/09/2024,16:00,Bodo/Glimt,Kristiansund,4,0,H,1.16,9.55,13.22,1.19,9.55,15,1.16,8.46,12.75,1.17,10.5,17
Norway,Eliteserien,2024,29/09/2024,16:00,Lillestrom,Viking,1,4,A,2.41,3.8,2.82,2.48,3.85,2.83,2.35,3.68,2.73,2.46,3.9,2.9
Norway,Eliteserien,2024,29/09/2024,16:00,Odd,KFUM Oslo,1,3,A,3.49,3.33,2.24,3.5,3.4,2.28,3.36,3.25,2.18,3.65,3.35,2.3
Norway,Eliteserien,2024,29/09/2024,18:15,Sandefjord,Rosenborg,0,1,A,3.31,3.96,2.09,3.7,4.02,2.09,3.23,3.89,2.01,3.45,4.1,2.12
