Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA
Argentina,Liga Profesional,2024,19/07/2024,19:00,Barracas Central,Newells Old Boys,0,1,A,3.29,3.14,2.41,3.3,3.18,2.47,3.23,3.06,2.37,3.45,3.2,2.48
Argentina,Liga Profesional,2024,19/07/2024,23:00,Belgrano,Dep. Riestra,2,1,H,2.11,2.94,4.46,2.17,2.97,4.6,2.07,2.91,4.29,2.18,3,4.7
Argentina,Liga Profesional,2024,20/07/2024,01:00,Rosario Central,Sarmiento Junin,4,2,H,2.27,2.8,4.14,2.27,2.9,4.33,2.18,2.82,4.09,2.24,2.98,4.5
Argentina,Liga Profesional,2024,20/07/2024,19:00,San Lorenzo,Huracan,1,1,D,2.66,2.68,3.45,2.7,2.76,3.6,2.59,2.66,3.37,2.78,2.74,3.55
Argentina,Liga Profesional,2024,20/07/2024,21:00,Racing Club,Godoy Cruz,3,0,H,1.61,3.69,5.77,1.71,3.82,5.9,1.64,3.68,5.58,1.7,3.85,6.4
Argentina,Liga Profesional,2024,20/07/2024,23:30,Banfield,Atl. Tucuman,1,1,D,2.64,2.91,3.17,2.7,3,3.17,2.6,2.88,3.06,2.72,3,3.2
Argentina,Liga Profesional,2024,21/07/2024,19:00,River Plate,Lanus,2,2,D,1.57,4.03,6.28,1.6,4.45,8,1.55,4.01,6.09,1.58,4.3,7.2
Argentina,Liga Profesional,2024,21/07/2024,21:15,Central Cordoba,Platense,0,2,A,3.42,2.88,2.5,3.42,3.06,2.55,3.26,2.86,2.47,3.45,2.98,2.64
Argentina,Liga Profesional,2024,21/07/2024,21:15,Estudiantes L.P.,Union de Santa Fe,0,0,D,2.06,2.96,4.59,2.3,3.15,4.62,2.05,2.95,4.29,2.08,3.05,4.9
Argentina,Liga Profesional,2024,22/07/2024,00:00,Defensa y Justicia,Boca Juniors,2,2,D,3.08,2.94,2.68,3.54,3.23,2.7,3.01,2.97,2.57,3.15,3.1,2.74
Argentina,Liga Profesional,2024,22/07/2024,00:00,Velez Sarsfield,Talleres Cordoba,3,0,H,3.01,3.02,2.66,3.04,3.17,3.26,2.91,3,2.62,3.05,3.1,2.8
